,Amount.Requested,Amount.Funded.By.Investors,Loan.Length,Loan.Purpose,Modified.Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Modified.Employment.Length,Modified.Interest.Rate,Label
1286,6000,6000,36 months,credit_card,0.23070000000000002,PA,RENT,2916.67,687.0,11,3334,0.0,2.0,0.1253,Normal Interest Rate
1287,9800,9775,36 months,debt_consolidation,0.1444,AL,MORTGAGE,6666.67,767.0,5,11466,0.0,3.0,0.0599,Lower Interest Rate
1288,12000,12000,36 months,debt_consolidation,0.1139,AR,RENT,8333.33,687.0,14,19696,2.0,6.0,0.1465,Higher Interest Rate
1289,25000,15600,60 months,small_business,0.19940000000000002,CA,RENT,5416.67,692.0,13,24810,0.0,12.0,0.1793,Higher Interest Rate
1290,19000,18898.03,60 months,debt_consolidation,0.2241,NY,RENT,4333.33,702.0,5,23016,1.0,2.0,0.1632,Higher Interest Rate
1291,7200,4167.97,36 months,other,0.1362,PA,OWN,3583.0,702.0,3,1621,1.0,1.0,0.1411,Normal Interest Rate
1292,3000,2950,36 months,home_improvement,0.168,NY,MORTGAGE,4166.67,727.0,4,8082,0.0,3.0,0.08900000000000001,Lower Interest Rate
1293,9000,8975,36 months,debt_consolidation,0.0733,CA,RENT,12500.0,732.0,4,12964,0.0,5.0,0.08900000000000001,Lower Interest Rate
1294,8000,7975,36 months,home_improvement,0.1838,NY,MORTGAGE,4250.0,757.0,10,4455,0.0,6.0,0.0603,Lower Interest Rate
1295,20000,20000,60 months,debt_consolidation,0.071,NJ,RENT,6750.0,667.0,6,16104,1.0,7.0,0.22949999999999998,Higher Interest Rate
1296,7000,7000,36 months,medical,0.2236,IL,MORTGAGE,5833.33,687.0,7,28985,1.0,5.0,0.1311,Normal Interest Rate
1297,14000,14000,36 months,debt_consolidation,0.24530000000000002,WA,RENT,3200.0,722.0,7,21214,1.0,5.0,0.1065,Lower Interest Rate
1299,10375,10375,36 months,debt_consolidation,0.2642,MD,RENT,2479.17,682.0,6,13411,0.0,5.0,0.1433,Normal Interest Rate
1300,13100,13100,36 months,debt_consolidation,0.2324,NY,RENT,7968.75,662.0,19,19607,1.0,12.0,0.1855,Higher Interest Rate
1301,2000,2000,36 months,other,0.0331,NJ,RENT,2750.0,677.0,3,3247,2.0,2.0,0.1689,Higher Interest Rate
1302,10500,10500,36 months,debt_consolidation,0.1152,GA,MORTGAGE,8750.0,662.0,15,9984,3.0,8.0,0.1825,Higher Interest Rate
1303,5000,5000,36 months,debt_consolidation,0.2384,SC,RENT,2500.0,697.0,8,7980,2.0,2.0,0.1242,Normal Interest Rate
1304,8000,8000,36 months,wedding,0.2158,CA,RENT,5166.67,727.0,5,0,0.0,1.0,0.079,Lower Interest Rate
1305,30000,30000,60 months,debt_consolidation,0.1097,MA,MORTGAGE,5833.33,752.0,8,10787,0.0,12.0,0.12119999999999999,Normal Interest Rate
1306,14400,14400,36 months,credit_card,0.3323,FL,RENT,5166.67,667.0,14,11089,2.0,4.0,0.18489999999999998,Higher Interest Rate
1307,5650,5650,36 months,debt_consolidation,0.1649,GA,MORTGAGE,5100.0,702.0,6,9863,0.0,1.0,0.0766,Lower Interest Rate
1308,6500,6500,36 months,credit_card,0.1398,WY,MORTGAGE,2253.0,682.0,11,7558,1.0,2.0,0.11109999999999999,Lower Interest Rate
1309,20000,19796.41,36 months,debt_consolidation,0.0834,PA,MORTGAGE,15416.67,712.0,10,46501,0.0,12.0,0.11359999999999999,Normal Interest Rate
1310,4000,4000,36 months,debt_consolidation,0.029500000000000002,KS,MORTGAGE,2916.67,752.0,2,2476,0.0,12.0,0.1433,Normal Interest Rate
1311,12000,12000,36 months,debt_consolidation,0.1862,VA,RENT,5833.33,692.0,16,18838,0.0,12.0,0.12119999999999999,Normal Interest Rate
1312,18225,18225,60 months,credit_card,0.2261,PA,RENT,3166.67,712.0,7,12233,2.0,4.0,0.1629,Higher Interest Rate
1313,16800,10075,60 months,debt_consolidation,0.13419999999999999,MN,MORTGAGE,5416.67,732.0,10,7258,3.0,3.0,0.1099,Lower Interest Rate
1314,10500,10500,36 months,debt_consolidation,0.1955,FL,MORTGAGE,5666.67,672.0,7,11301,0.0,12.0,0.1433,Normal Interest Rate
1315,4000,3975,36 months,moving,0.22089999999999999,CA,RENT,5600.0,682.0,8,7900,1.0,5.0,0.1483,Higher Interest Rate
1316,7000,7000,36 months,credit_card,0.054400000000000004,MN,MORTGAGE,3807.64,762.0,7,7196,0.0,5.0,0.07139999999999999,Lower Interest Rate
1317,5000,5000,36 months,credit_card,0.183,OH,RENT,4665.83,692.0,21,4677,0.0,4.0,0.1114,Lower Interest Rate
1318,10000,10000,36 months,credit_card,0.2118,FL,OWN,3333.33,692.0,8,7579,0.0,1.0,0.11710000000000001,Normal Interest Rate
1319,6500,6500,36 months,credit_card,0.24969999999999998,TX,OWN,3500.0,682.0,7,6948,0.0,1.0,0.12119999999999999,Normal Interest Rate
1320,6000,5975,36 months,debt_consolidation,0.1748,NJ,RENT,6996.17,702.0,12,6252,0.0,12.0,0.08900000000000001,Lower Interest Rate
1321,5600,5600,36 months,wedding,0.0723,NC,MORTGAGE,5833.33,752.0,8,8125,1.0,2.0,0.0662,Lower Interest Rate
1322,11000,11000,36 months,debt_consolidation,0.0583,CA,MORTGAGE,4583.33,697.0,11,12361,0.0,12.0,0.12119999999999999,Normal Interest Rate
1323,10000,10000,36 months,credit_card,0.2306,MA,RENT,3083.33,692.0,14,13638,0.0,3.0,0.12119999999999999,Normal Interest Rate
1324,18000,18000,36 months,debt_consolidation,0.2608,SC,MORTGAGE,5925.0,712.0,14,23378,0.0,12.0,0.1016,Lower Interest Rate
1325,30000,30000,36 months,credit_card,0.16699999999999998,MD,MORTGAGE,12500.0,672.0,14,19096,2.0,9.0,0.21489999999999998,Higher Interest Rate
1326,8800,8799.04,60 months,credit_card,0.2159,IL,RENT,3750.0,752.0,11,18694,1.0,2.0,0.1038,Lower Interest Rate
1327,6400,6400,36 months,credit_card,0.11460000000000001,LA,MORTGAGE,4666.67,702.0,7,8942,1.0,12.0,0.1311,Normal Interest Rate
1328,16800,16800,60 months,debt_consolidation,0.0334,FL,MORTGAGE,10666.67,817.0,7,4757,0.0,12.0,0.079,Lower Interest Rate
1329,4800,4775,36 months,debt_consolidation,0.1374,CA,RENT,6333.33,722.0,6,1782,0.0,1.0,0.079,Lower Interest Rate
1330,12000,10928.83,36 months,home_improvement,0.0225,GA,MORTGAGE,8000.0,767.0,12,5193,0.0,2.0,0.0579,Lower Interest Rate
1331,10000,10000,36 months,debt_consolidation,0.12689999999999999,FL,MORTGAGE,7916.67,672.0,11,8271,3.0,6.0,0.1433,Normal Interest Rate
1332,6000,6000,36 months,other,0.2145,MI,RENT,3100.0,687.0,18,10426,0.0,2.0,0.11710000000000001,Normal Interest Rate
1333,30000,17982.94,60 months,wedding,0.24359999999999998,NY,RENT,5632.33,692.0,10,24217,0.0,5.0,0.1788,Higher Interest Rate
1334,5000,5000,36 months,credit_card,0.2851,CO,RENT,2750.0,692.0,14,5957,2.0,3.0,0.1433,Normal Interest Rate
1335,6000,6000,36 months,debt_consolidation,0.16390000000000002,NM,RENT,1312.08,677.0,7,12475,0.0,1.0,0.12119999999999999,Normal Interest Rate
1336,8000,8000,36 months,home_improvement,0.0768,IL,RENT,25000.0,677.0,6,28579,1.0,8.0,0.1409,Normal Interest Rate
1337,10000,10000,60 months,other,0.14859999999999998,MO,RENT,3916.67,712.0,9,5188,4.0,4.0,0.1398,Normal Interest Rate
1338,1600,1600,36 months,debt_consolidation,0.121,CA,RENT,3200.0,672.0,5,1214,0.0,6.0,0.1349,Normal Interest Rate
1339,10000,10000,36 months,major_purchase,0.0971,CO,RENT,4583.33,677.0,6,3859,0.0,0.5,0.1409,Normal Interest Rate
1340,12000,12000,60 months,debt_consolidation,0.1298,CT,RENT,4166.67,717.0,8,2316,1.0,3.0,0.1399,Normal Interest Rate
1341,8000,8000,36 months,other,0.235,NJ,RENT,2791.67,687.0,5,27151,0.0,0.5,0.1367,Normal Interest Rate
1342,4000,4000,36 months,major_purchase,0.025,CA,RENT,1600.0,732.0,3,1295,3.0,0.5,0.12689999999999999,Normal Interest Rate
1343,24375,24375,36 months,debt_consolidation,0.10859999999999999,NV,OWN,10416.67,707.0,11,19981,0.0,6.0,0.1311,Normal Interest Rate
1344,10000,10000,36 months,debt_consolidation,0.1772,CA,RENT,9000.0,697.0,18,20317,0.0,7.0,0.12119999999999999,Normal Interest Rate
1345,7000,7000,36 months,credit_card,0.2493,TX,MORTGAGE,3833.33,682.0,20,18792,3.0,3.0,0.1629,Higher Interest Rate
1346,10000,10000,36 months,debt_consolidation,0.1059,CA,RENT,2916.67,692.0,9,10390,3.0,0.5,0.1409,Normal Interest Rate
1347,10000,10000,36 months,debt_consolidation,0.058499999999999996,NY,RENT,4333.33,687.0,8,7072,0.0,12.0,0.11710000000000001,Normal Interest Rate
1348,12000,12000,36 months,debt_consolidation,0.282,KY,MORTGAGE,3333.33,672.0,11,10727,0.0,12.0,0.1433,Normal Interest Rate
1349,4000,4000,60 months,debt_consolidation,0.1582,WI,MORTGAGE,4721.0,687.0,18,11319,7.0,12.0,0.16820000000000002,Higher Interest Rate
1350,17000,17000,36 months,debt_consolidation,0.1533,CO,MORTGAGE,10666.67,722.0,18,26539,1.0,12.0,0.1311,Normal Interest Rate
1351,15000,15000,36 months,medical,0.0664,MO,MORTGAGE,9083.33,812.0,12,1410,0.0,12.0,0.0699,Lower Interest Rate
1352,4800,4800,36 months,moving,0.053099999999999994,NY,RENT,3500.0,692.0,8,5093,0.0,5.0,0.1242,Normal Interest Rate
1353,35000,35000,60 months,credit_card,0.14679999999999999,NY,RENT,9166.67,697.0,12,37424,0.0,3.0,0.2198,Higher Interest Rate
1354,10000,10000,36 months,credit_card,0.1938,UT,MORTGAGE,4958.33,712.0,9,24598,1.0,2.0,0.1311,Normal Interest Rate
1355,3500,3500,36 months,other,0.0183,IL,MORTGAGE,7500.0,767.0,4,6944,0.0,9.0,0.0762,Lower Interest Rate
1356,25000,3925,36 months,debt_consolidation,0.18460000000000001,NJ,RENT,8000.0,682.0,11,39502,0.0,12.0,0.1663,Higher Interest Rate
1358,9600,9600,36 months,credit_card,0.1861,NY,OWN,5416.67,672.0,21,16278,1.0,8.0,0.1417,Normal Interest Rate
1359,7750,7750,36 months,debt_consolidation,0.22010000000000002,CO,RENT,4766.67,782.0,14,4667,3.0,6.0,0.0603,Lower Interest Rate
1360,5000,5000,36 months,debt_consolidation,0.2553,NC,RENT,6612.0,667.0,6,14283,0.0,12.0,0.158,Higher Interest Rate
1361,8000,8000,36 months,other,0.1862,CO,OWN,3083.33,682.0,14,1669,2.0,4.0,0.1531,Higher Interest Rate
1362,35000,34977.35,60 months,house,0.1425,CA,RENT,20833.33,677.0,12,79792,0.0,6.0,0.2167,Higher Interest Rate
1363,6625,6625,36 months,debt_consolidation,0.1168,CA,RENT,10268.25,662.0,9,3563,0.0,2.0,0.1777,Higher Interest Rate
1364,25000,25000,36 months,credit_card,0.1492,CA,MORTGAGE,10000.0,697.0,16,46708,0.0,12.0,0.1433,Normal Interest Rate
1365,15000,15000,36 months,debt_consolidation,0.126,MI,MORTGAGE,3500.0,707.0,7,13036,1.0,12.0,0.1399,Normal Interest Rate
1366,12800,12787.71,36 months,debt_consolidation,0.0018,AZ,MORTGAGE,2833.33,817.0,7,306,0.0,4.0,0.0894,Lower Interest Rate
1367,7000,6950,36 months,debt_consolidation,0.08289999999999999,FL,OWN,2750.0,762.0,8,10860,0.0,4.0,0.0603,Lower Interest Rate
1368,20800,13796.59,36 months,credit_card,0.16940000000000002,TX,MORTGAGE,5833.33,752.0,11,14337,0.0,12.0,0.12210000000000001,Normal Interest Rate
1369,7275,7275,36 months,debt_consolidation,0.2541,CA,RENT,7000.0,722.0,13,8532,0.0,4.0,0.079,Lower Interest Rate
1370,4000,4000,36 months,debt_consolidation,0.122,WA,MORTGAGE,6666.67,672.0,7,7153,0.0,5.0,0.1114,Lower Interest Rate
1371,6000,6000,36 months,moving,0.0158,MD,RENT,4416.67,667.0,3,2426,2.0,8.0,0.17489999999999997,Higher Interest Rate
1372,25200,24999.92,60 months,debt_consolidation,0.149,PA,MORTGAGE,7166.67,692.0,11,28481,0.0,4.0,0.203,Higher Interest Rate
1373,6000,5546.81,36 months,other,0.1938,NY,RENT,7250.0,727.0,6,42987,1.0,12.0,0.1189,Normal Interest Rate
1375,19000,19000,60 months,credit_card,0.1985,NY,RENT,4500.0,682.0,13,11388,1.0,3.0,0.1972,Higher Interest Rate
1376,8000,7925,36 months,credit_card,0.2195,IL,MORTGAGE,3666.67,747.0,11,17907,1.0,12.0,0.0662,Lower Interest Rate
1377,9450,9450,36 months,credit_card,0.1174,IL,MORTGAGE,4666.67,692.0,13,17639,2.0,12.0,0.12119999999999999,Normal Interest Rate
1378,12000,12000,36 months,home_improvement,0.0805,MA,MORTGAGE,6250.0,722.0,9,11626,0.0,0.5,0.1016,Lower Interest Rate
1379,12000,12000,36 months,debt_consolidation,0.1193,CA,RENT,8054.5,712.0,13,14986,0.0,12.0,0.1016,Lower Interest Rate
1380,8000,8000,36 months,debt_consolidation,0.19010000000000002,AK,RENT,2625.0,727.0,8,7554,1.0,5.0,0.1311,Normal Interest Rate
1381,6575,6575,36 months,debt_consolidation,0.043899999999999995,FL,MORTGAGE,7500.0,712.0,5,6670,0.0,8.0,0.08900000000000001,Lower Interest Rate
1384,1800,1800,36 months,debt_consolidation,0.1664,WY,MORTGAGE,4250.0,697.0,11,26267,0.0,12.0,0.1149,Normal Interest Rate
1386,28000,27950,60 months,debt_consolidation,0.10289999999999999,LA,MORTGAGE,6125.0,677.0,11,18101,2.0,5.0,0.2278,Higher Interest Rate
1387,5400,5400,36 months,debt_consolidation,0.1542,CA,RENT,1666.67,682.0,6,2533,0.0,4.0,0.1367,Normal Interest Rate
1388,7200,7100,60 months,major_purchase,0.1797,PA,RENT,3000.0,752.0,7,2753,1.0,2.0,0.1038,Lower Interest Rate
1389,10000,10000,36 months,debt_consolidation,0.0582,LA,RENT,8750.0,662.0,14,11394,0.0,3.0,0.1409,Normal Interest Rate
1391,4000,4000,36 months,major_purchase,0.0134,CA,RENT,9583.33,707.0,8,5304,1.0,2.0,0.12689999999999999,Normal Interest Rate
1392,8000,7950,36 months,home_improvement,0.19649999999999998,FL,OWN,5833.33,772.0,8,0,0.0,3.0,0.0579,Lower Interest Rate
1393,24000,23568.65,36 months,credit_card,0.1441,AZ,MORTGAGE,11666.67,787.0,10,33122,0.0,4.0,0.0788,Lower Interest Rate
1394,6000,6000,36 months,debt_consolidation,0.1568,NC,MORTGAGE,7500.0,672.0,10,5263,1.0,3.0,0.1531,Higher Interest Rate
1395,10000,9725,36 months,debt_consolidation,0.18719999999999998,MA,MORTGAGE,4300.0,762.0,15,24413,1.0,12.0,0.0751,Lower Interest Rate
1396,12500,12425,36 months,debt_consolidation,0.1407,MD,RENT,8237.5,732.0,15,13261,0.0,6.0,0.07490000000000001,Lower Interest Rate
1397,10500,10500,36 months,medical,0.16260000000000002,OK,MORTGAGE,4853.33,762.0,9,2816,1.0,3.0,0.0662,Lower Interest Rate
1398,32550,32550,36 months,debt_consolidation,0.0852,IL,MORTGAGE,9166.67,807.0,9,2670,0.0,12.0,0.0662,Lower Interest Rate
1399,6000,6000,60 months,home_improvement,0.17800000000000002,VA,MORTGAGE,13625.0,677.0,10,26688,4.0,12.0,0.17190000000000003,Higher Interest Rate
1400,20000,20000,36 months,debt_consolidation,0.1283,FL,MORTGAGE,13583.33,677.0,17,30679,1.0,0.5,0.18489999999999998,Higher Interest Rate
1401,6000,6000,36 months,credit_card,0.0453,NY,RENT,2625.0,692.0,5,4299,1.0,12.0,0.1311,Normal Interest Rate
1402,14000,14000,36 months,small_business,0.275,CA,RENT,9166.67,697.0,17,18813,3.0,8.0,0.1409,Normal Interest Rate
1403,16000,16000,36 months,credit_card,0.1761,GA,MORTGAGE,6083.33,682.0,13,15148,0.0,2.0,0.1311,Normal Interest Rate
1404,7000,7000,36 months,other,0.2401,CA,MORTGAGE,10250.0,707.0,15,43306,0.0,2.0,0.1016,Lower Interest Rate
1405,13000,13000,36 months,credit_card,0.1609,CT,RENT,3250.0,677.0,6,6930,0.0,2.0,0.1409,Normal Interest Rate
1406,9500,9475,60 months,credit_card,0.2488,CA,RENT,6000.0,707.0,6,14621,2.0,12.0,0.1595,Higher Interest Rate
1407,33500,33450,60 months,credit_card,0.147,LA,MORTGAGE,13863.42,707.0,12,27874,0.0,12.0,0.1714,Higher Interest Rate
1408,12000,12000,36 months,credit_card,0.1399,AZ,MORTGAGE,2916.67,682.0,10,13576,0.0,5.0,0.1242,Normal Interest Rate
1409,25000,17250,36 months,debt_consolidation,0.2464,FL,RENT,8750.0,707.0,11,20798,1.0,0.5,0.1459,Normal Interest Rate
1410,35000,32117,60 months,debt_consolidation,0.1684,LA,RENT,5416.67,747.0,5,39934,0.0,1.0,0.1689,Higher Interest Rate
1411,8000,8000,36 months,credit_card,0.1076,OK,MORTGAGE,4583.33,677.0,13,4084,3.0,2.0,0.158,Higher Interest Rate
1412,17475,17450,36 months,debt_consolidation,0.1482,NC,MORTGAGE,4500.0,682.0,10,12588,0.0,12.0,0.12119999999999999,Normal Interest Rate
1413,8875,8875,36 months,other,0.3046,TX,OWN,2166.67,702.0,9,6797,1.0,2.0,0.1311,Normal Interest Rate
1414,12100,12100,36 months,debt_consolidation,0.1285,FL,RENT,5000.0,692.0,8,12026,0.0,4.0,0.1367,Normal Interest Rate
1415,8000,8000,36 months,debt_consolidation,0.0973,NY,RENT,3750.0,707.0,8,16212,2.0,6.0,0.1242,Normal Interest Rate
1416,10000,10000,36 months,debt_consolidation,0.2089,TX,RENT,5541.67,672.0,14,10443,1.0,9.0,0.15810000000000002,Higher Interest Rate
1417,10000,10000,36 months,credit_card,0.062400000000000004,FL,RENT,5416.67,672.0,8,9783,2.0,3.0,0.1855,Higher Interest Rate
1418,18000,17994.46,36 months,debt_consolidation,0.1185,WA,MORTGAGE,3333.33,727.0,13,10416,2.0,5.0,0.09910000000000001,Lower Interest Rate
1419,19600,19575,36 months,other,0.2938,NY,RENT,4166.67,682.0,17,22053,1.0,3.0,0.1629,Higher Interest Rate
1420,16000,16000,36 months,debt_consolidation,0.1586,CA,MORTGAGE,3600.0,702.0,9,26357,2.0,3.0,0.1298,Normal Interest Rate
1421,24000,21963.64,36 months,home_improvement,0.19269999999999998,GA,MORTGAGE,12500.0,742.0,11,45989,0.0,12.0,0.1099,Lower Interest Rate
1422,28000,28000,36 months,debt_consolidation,0.19210000000000002,OH,MORTGAGE,14166.67,732.0,10,49026,0.0,12.0,0.0762,Lower Interest Rate
1423,25000,25000,60 months,debt_consolidation,0.2404,CA,OWN,7750.0,702.0,10,20215,5.0,2.0,0.158,Higher Interest Rate
1424,1625,1625,36 months,major_purchase,0.0432,TX,OWN,1666.67,747.0,3,1759,4.0,3.0,0.1531,Higher Interest Rate
1425,8000,8000,60 months,credit_card,0.0629,NJ,MORTGAGE,4833.33,677.0,8,9676,4.0,6.0,0.1483,Higher Interest Rate
1426,17500,17475,36 months,debt_consolidation,0.3488,NY,RENT,3750.0,692.0,6,18485,0.0,1.0,0.1409,Normal Interest Rate
1427,6000,6000,36 months,credit_card,0.1675,OH,MORTGAGE,4166.67,672.0,9,4500,0.0,0.5,0.1311,Normal Interest Rate
1428,6000,6000,36 months,credit_card,0.33640000000000003,WI,RENT,4116.67,707.0,16,33746,0.0,1.0,0.079,Lower Interest Rate
1429,20375,20375,60 months,debt_consolidation,0.2267,CA,MORTGAGE,5416.67,742.0,17,20980,2.0,12.0,0.1409,Normal Interest Rate
1430,16200,16200,36 months,debt_consolidation,0.22760000000000002,NY,MORTGAGE,4666.67,727.0,8,15503,0.0,7.0,0.08900000000000001,Lower Interest Rate
1431,10000,10000,36 months,credit_card,0.1961,PA,RENT,3916.67,722.0,9,6395,1.0,2.0,0.1114,Lower Interest Rate
1432,25000,24975,36 months,credit_card,0.1588,NY,RENT,7250.0,707.0,6,10770,2.0,12.0,0.1484,Higher Interest Rate
1433,24000,24000,36 months,wedding,0.2266,TX,RENT,8750.0,717.0,12,29683,0.0,9.0,0.12119999999999999,Normal Interest Rate
1434,7200,5675,36 months,debt_consolidation,0.0967,CA,RENT,4500.0,647.0,7,6572,1.0,6.0,0.1482,Higher Interest Rate
1435,9000,9000,36 months,debt_consolidation,0.22649999999999998,OH,MORTGAGE,3250.0,667.0,9,16480,0.0,3.0,0.158,Higher Interest Rate
1437,1675,1675,36 months,debt_consolidation,0.0481,CA,RENT,2080.0,692.0,4,1466,0.0,3.0,0.11109999999999999,Lower Interest Rate
1438,13000,12875,36 months,debt_consolidation,0.162,NJ,RENT,6932.92,687.0,21,27852,0.0,9.0,0.11710000000000001,Normal Interest Rate
1439,9000,9000,36 months,credit_card,0.23879999999999998,GA,MORTGAGE,4229.17,687.0,11,7496,0.0,1.0,0.1311,Normal Interest Rate
1440,3000,2275,36 months,educational,0.023799999999999998,FL,OWN,588.5,642.0,4,469,0.0,8.0,0.1375,Normal Interest Rate
1441,12000,12000,36 months,debt_consolidation,0.32909999999999995,CA,RENT,5500.0,682.0,21,13559,1.0,3.0,0.1531,Higher Interest Rate
1442,7200,7200,36 months,debt_consolidation,0.21739999999999998,TX,RENT,4300.0,712.0,7,33189,0.0,12.0,0.079,Lower Interest Rate
1443,6000,6000,36 months,medical,0.0794,NY,RENT,5000.0,672.0,7,14784,1.0,12.0,0.158,Higher Interest Rate
1444,23000,21457.14,60 months,debt_consolidation,0.12390000000000001,NH,MORTGAGE,4583.33,762.0,6,17695,2.0,4.0,0.0691,Lower Interest Rate
1445,10000,10000,36 months,credit_card,0.1796,NY,RENT,7500.0,707.0,8,52045,0.0,12.0,0.09630000000000001,Lower Interest Rate
1446,10000,8175.26,36 months,debt_consolidation,0.0591,GA,MORTGAGE,7500.0,732.0,16,18343,0.0,7.0,0.0863,Lower Interest Rate
1447,5375,5375,36 months,debt_consolidation,0.2875,KY,MORTGAGE,2166.67,722.0,5,15475,1.0,8.0,0.11710000000000001,Normal Interest Rate
1449,15200,6800,60 months,home_improvement,0.19219999999999998,DC,MORTGAGE,12083.33,692.0,20,19712,2.0,2.0,0.1558,Higher Interest Rate
1450,15000,14775,36 months,credit_card,0.0572,CA,MORTGAGE,9166.67,722.0,13,14887,0.0,5.0,0.1025,Lower Interest Rate
1451,9600,9600,36 months,debt_consolidation,0.20579999999999998,NV,MORTGAGE,3833.33,707.0,9,44403,1.0,5.0,0.1114,Lower Interest Rate
1452,10000,10000,36 months,home_improvement,0.0316,NY,RENT,13166.67,737.0,13,5643,0.0,2.0,0.0662,Lower Interest Rate
1453,6000,6000,36 months,debt_consolidation,0.24850000000000003,CA,MORTGAGE,3264.0,662.0,13,6347,1.0,12.0,0.15960000000000002,Higher Interest Rate
1455,24250,23985.41,36 months,debt_consolidation,0.1765,CA,MORTGAGE,8910.42,742.0,16,81940,0.0,12.0,0.12179999999999999,Normal Interest Rate
1456,5000,4446.5,36 months,debt_consolidation,0.2076,IL,RENT,2500.0,687.0,14,14536,4.0,3.0,0.1197,Normal Interest Rate
1457,3000,3000,36 months,credit_card,0.22870000000000001,NY,RENT,2750.0,662.0,9,7648,3.0,4.0,0.1727,Higher Interest Rate
1458,1500,1500,36 months,major_purchase,0.2082,TX,MORTGAGE,7083.33,672.0,8,4665,1.0,6.0,0.1306,Normal Interest Rate
1459,6000,6000,60 months,debt_consolidation,0.1434,KY,RENT,3458.0,692.0,6,2072,0.0,12.0,0.1349,Normal Interest Rate
1460,18625,18625,60 months,credit_card,0.2298,AL,RENT,4000.0,682.0,15,26050,2.0,9.0,0.1972,Higher Interest Rate
1461,7000,6775,36 months,debt_consolidation,0.0834,CA,RENT,5000.0,747.0,6,3337,1.0,0.5,0.0932,Lower Interest Rate
1462,25000,25000,36 months,debt_consolidation,0.1913,CA,RENT,6083.33,702.0,19,14666,0.0,12.0,0.1409,Normal Interest Rate
1463,15000,15000,36 months,debt_consolidation,0.1558,WV,RENT,6666.67,682.0,11,23226,1.0,2.0,0.1527,Higher Interest Rate
1464,12000,12000,36 months,credit_card,0.1388,MA,MORTGAGE,7125.0,777.0,15,20639,1.0,5.0,0.0662,Lower Interest Rate
1465,6900,6900,36 months,home_improvement,0.1418,MI,OWN,2750.0,712.0,14,4087,0.0,6.0,0.079,Lower Interest Rate
1466,10000,10000,36 months,debt_consolidation,0.0968,NY,OWN,8333.33,732.0,5,35968,1.0,12.0,0.1059,Lower Interest Rate
1467,3200,3200,36 months,debt_consolidation,0.1617,CA,MORTGAGE,3750.0,707.0,9,4283,1.0,6.0,0.1016,Lower Interest Rate
1468,12000,12000,36 months,credit_card,0.1646,PA,OWN,2516.67,672.0,9,2174,2.0,5.0,0.1527,Higher Interest Rate
1469,25000,15675,60 months,home_improvement,0.16260000000000002,CA,MORTGAGE,3333.33,767.0,6,22713,1.0,12.0,0.1036,Lower Interest Rate
1470,8500,8500,36 months,credit_card,0.11230000000000001,NV,MORTGAGE,6091.83,712.0,18,10568,0.0,3.0,0.1016,Lower Interest Rate
1471,6800,6800,36 months,debt_consolidation,0.1543,NC,RENT,2708.33,682.0,5,2964,0.0,1.0,0.158,Higher Interest Rate
1472,16000,15925,36 months,debt_consolidation,0.1448,CA,MORTGAGE,7333.33,782.0,11,71838,1.0,12.0,0.0603,Lower Interest Rate
